id,date,speed,day_type,seasons,rainfall,storm_days
1251,22/2/2017 12:00,16.07388392,0,1,15,1
1252,22/2/2017 13:00,15.60481608,0,1,15,1
1253,22/2/2017 14:00,15.20899737,0,1,15,1
1254,22/2/2017 15:00,16.29804125,0,1,15,1
1255,22/2/2017 16:00,12.99437075,0,1,15,1
1256,22/2/2017 17:00,9.520146495,0,1,15,1
1257,22/2/2017 18:00,9.837203026,0,1,15,1
1258,22/2/2017 19:00,22.58568001,0,1,15,1
1259,22/2/2017 20:00,35.65391049,0,1,15,1
1260,22/2/2017 21:00,44.553912,0,1,15,1
1261,22/2/2017 22:00,41.23403936,0,1,15,1
1262,22/2/2017 23:00,46.35609803,0,1,15,1
1263,23/2/2017 0:00,48.07867558,0,1,15,1
1264,23/2/2017 1:00,48.69272816,0,1,15,1
1265,23/2/2017 2:00,48.91881026,0,1,15,1
1266,23/2/2017 3:00,48.19922861,0,1,15,1
1267,23/2/2017 4:00,47.76339078,0,1,15,1
1268,23/2/2017 5:00,47.77888567,0,1,15,1
1269,23/2/2017 6:00,44.41529003,0,1,15,1
1270,23/2/2017 7:00,28.92161794,0,1,15,1
1271,23/2/2017 8:00,12.53134001,0,1,15,1
1272,23/2/2017 9:00,20.71761857,0,1,15,1
1273,23/2/2017 10:00,27.17902447,0,1,15,1
1274,23/2/2017 11:00,27.72521212,0,1,15,1
1275,23/2/2017 12:00,19.18363339,0,1,15,1
1276,23/2/2017 13:00,20.35659837,0,1,15,1
1277,23/2/2017 14:00,15.84272374,0,1,15,1
1278,23/2/2017 15:00,15.3124708,0,1,15,1
1279,23/2/2017 16:00,17.7519169,0,1,15,1
1280,23/2/2017 17:00,14.51834878,0,1,15,1
1281,23/2/2017 18:00,9.815643024,0,1,15,1
1282,23/2/2017 19:00,19.11600943,0,1,15,1
1283,23/2/2017 20:00,39.63303268,0,1,15,1
1284,23/2/2017 21:00,46.22738328,0,1,15,1
1285,23/2/2017 22:00,40.3865013,0,1,15,1
1286,23/2/2017 23:00,40.45083933,0,1,15,1
1287,24/2/2017 0:00,47.38462416,0,1,15,1
1288,24/2/2017 1:00,48.5303099,0,1,15,1
1289,24/2/2017 2:00,46.06741374,0,1,15,1
1290,24/2/2017 3:00,46.42389527,0,1,15,1
1291,24/2/2017 4:00,45.40135793,0,1,15,1
1292,24/2/2017 5:00,44.90084391,0,1,15,1
1293,24/2/2017 6:00,43.78164401,0,1,15,1
1294,24/2/2017 7:00,23.7895497,0,1,15,1
1295,24/2/2017 8:00,14.32195226,0,1,15,1
1296,24/2/2017 9:00,17.14694204,0,1,15,1
1297,24/2/2017 10:00,27.2759407,0,1,15,1
1298,24/2/2017 11:00,19.64781696,0,1,15,1
1299,24/2/2017 12:00,19.98319877,0,1,15,1
1300,24/2/2017 13:00,16.98375219,0,1,15,1
1301,24/2/2017 14:00,11.77099524,0,1,15,1
1302,24/2/2017 15:00,14.73284744,0,1,15,1
1303,24/2/2017 16:00,11.68983915,0,1,15,1
1304,24/2/2017 17:00,8.217059744,0,1,15,1
1305,24/2/2017 18:00,11.37024886,0,1,15,1
1306,24/2/2017 19:00,23.71621889,0,1,15,1
1307,24/2/2017 20:00,41.32180819,0,1,15,1
1308,24/2/2017 21:00,44.47219293,0,1,15,1
1309,24/2/2017 22:00,31.10163315,0,1,15,1
1310,24/2/2017 23:00,37.94588105,0,1,15,1
1311,25/2/2017 0:00,49.86746793,0.5,1,15,1
1312,25/2/2017 1:00,48.34569755,0.5,1,15,1
1313,25/2/2017 2:00,47.94325771,0.5,1,15,1
1314,25/2/2017 3:00,48.48589792,0.5,1,15,1
1315,25/2/2017 4:00,47.13365123,0.5,1,15,1
1316,25/2/2017 5:00,44.97537653,0.5,1,15,1
1317,25/2/2017 6:00,44.70875837,0.5,1,15,1
1318,25/2/2017 7:00,39.27566972,0.5,1,15,1
1319,25/2/2017 8:00,21.46140079,0.5,1,15,1
1320,25/2/2017 9:00,22.1589671,0.5,1,15,1
1321,25/2/2017 10:00,23.0088557,0.5,1,15,1
1322,25/2/2017 11:00,24.21753298,0.5,1,15,1
1323,25/2/2017 12:00,24.74234984,0.5,1,15,1
1324,25/2/2017 13:00,25.19530621,0.5,1,15,1
1325,25/2/2017 14:00,22.89486443,0.5,1,15,1
1326,25/2/2017 15:00,14.36747644,0.5,1,15,1
1327,25/2/2017 16:00,16.09741557,0.5,1,15,1
1328,25/2/2017 17:00,13.01705719,0.5,1,15,1
1329,25/2/2017 18:00,17.32317482,0.5,1,15,1
1330,25/2/2017 19:00,33.20830404,0.5,1,15,1
1331,25/2/2017 20:00,42.46591434,0.5,1,15,1
1332,25/2/2017 21:00,38.33622347,0.5,1,15,1
1333,25/2/2017 22:00,34.49196412,0.5,1,15,1
1334,25/2/2017 23:00,30.94425784,0.5,1,15,1
1335,26/2/2017 0:00,45.97722168,0.5,1,15,1
1336,26/2/2017 1:00,48.38874259,0.5,1,15,1
1337,26/2/2017 2:00,46.54937339,0.5,1,15,1
1338,26/2/2017 3:00,45.68971905,0.5,1,15,1
1339,26/2/2017 4:00,44.53305672,0.5,1,15,1
1340,26/2/2017 5:00,46.64501233,0.5,1,15,1
1341,26/2/2017 6:00,44.271877,0.5,1,15,1
1342,26/2/2017 7:00,44.43734038,0.5,1,15,1
1343,26/2/2017 8:00,45.98322879,0.5,1,15,1
1344,26/2/2017 9:00,47.60570309,0.5,1,15,1
1345,26/2/2017 10:00,40.75718153,0.5,1,15,1
1346,26/2/2017 11:00,44.20358996,0.5,1,15,1
1347,26/2/2017 12:00,41.93488286,0.5,1,15,1
1348,26/2/2017 13:00,41.9791007,0.5,1,15,1
1349,26/2/2017 14:00,39.48275834,0.5,1,15,1
1350,26/2/2017 15:00,41.00788494,0.5,1,15,1
1351,26/2/2017 16:00,40.80724217,0.5,1,15,1
1352,26/2/2017 17:00,38.99178823,0.5,1,15,1
1353,26/2/2017 18:00,39.2635808,0.5,1,15,1
1354,26/2/2017 19:00,46.05504243,0.5,1,15,1
1355,26/2/2017 20:00,45.17368787,0.5,1,15,1
1356,26/2/2017 21:00,31.09386063,0.5,1,15,1
1357,26/2/2017 22:00,29.31526735,0.5,1,15,1
1358,26/2/2017 23:00,46.98734011,0.5,1,15,1
1359,27/2/2017 0:00,49.23431786,0,1,15,1
1360,27/2/2017 1:00,48.30562303,0,1,15,1
1361,27/2/2017 2:00,48.85004511,0,1,15,1
1362,27/2/2017 3:00,47.30622548,0,1,15,1
1363,27/2/2017 4:00,48.26671209,0,1,15,1
1364,27/2/2017 5:00,45.42149929,0,1,15,1
1365,27/2/2017 6:00,44.44479421,0,1,15,1
1366,27/2/2017 7:00,28.73822031,0,1,15,1
1367,27/2/2017 8:00,12.44058698,0,1,15,1
1368,27/2/2017 9:00,16.55831809,0,1,15,1
1369,27/2/2017 10:00,16.98113423,0,1,15,1
1370,27/2/2017 11:00,22.36822725,0,1,15,1
1371,27/2/2017 12:00,19.08781104,0,1,15,1
1372,27/2/2017 13:00,21.48769993,0,1,15,1
1373,27/2/2017 14:00,15.37794447,0,1,15,1
1374,27/2/2017 15:00,14.8901211,0,1,15,1
1375,27/2/2017 16:00,16.21175439,0,1,15,1
1376,27/2/2017 17:00,18.16241714,0,1,15,1
1377,27/2/2017 18:00,14.30320363,0,1,15,1
1378,27/2/2017 19:00,22.26907597,0,1,15,1
1379,27/2/2017 20:00,40.44975492,0,1,15,1
1380,27/2/2017 21:00,46.06394322,0,1,15,1
1381,27/2/2017 22:00,43.44784483,0,1,15,1
1382,27/2/2017 23:00,46.9736825,0,1,15,1
1383,28/2/2017 0:00,49.63015705,0,1,15,1
1384,28/2/2017 1:00,48.43349044,0,1,15,1
1385,28/2/2017 2:00,49.0128739,0,1,15,1
1386,28/2/2017 3:00,47.57596204,0,1,15,1
1387,28/2/2017 4:00,47.03445599,0,1,15,1
1388,28/2/2017 5:00,47.21208073,0,1,15,1
1389,28/2/2017 6:00,44.42450273,0,1,15,1
1390,28/2/2017 7:00,28.99377211,0,1,15,1
1391,28/2/2017 8:00,14.46078912,0,1,15,1
1392,28/2/2017 9:00,17.64526114,0,1,15,1
1393,28/2/2017 10:00,17.30927297,0,1,15,1
1394,28/2/2017 11:00,23.91607739,0,1,15,1
1395,28/2/2017 12:00,18.82542115,0,1,15,1
1396,28/2/2017 13:00,19.44144172,0,1,15,1
1397,28/2/2017 14:00,13.52898542,0,1,15,1
1398,28/2/2017 15:00,11.76969681,0,1,15,1
1399,28/2/2017 16:00,14.04344716,0,1,15,1
1400,28/2/2017 17:00,11.46094475,0,1,15,1
1401,28/2/2017 18:00,14.89782357,0,1,15,1
1402,28/2/2017 19:00,22.89100304,0,1,15,1
1403,28/2/2017 20:00,38.47663975,0,1,15,1
1404,28/2/2017 21:00,44.97672529,0,1,15,1
1405,28/2/2017 22:00,36.50526131,0,1,15,1
1406,28/2/2017 23:00,41.26191232,0,1,15,1
1407,1/3/2017 0:00,48.3686763,0,2,22,0
1408,1/3/2017 1:00,50.01593479,0,2,22,0
1409,1/3/2017 2:00,46.54475547,0,2,22,0
1410,1/3/2017 3:00,45.87787696,0,2,22,0
1411,1/3/2017 4:00,48.58901237,0,2,22,0
1412,1/3/2017 5:00,47.53429419,0,2,22,0
1413,1/3/2017 6:00,43.64374103,0,2,22,0
1414,1/3/2017 7:00,31.19565586,0,2,22,0
1415,1/3/2017 8:00,10.09176454,0,2,22,0
1416,1/3/2017 9:00,25.00504749,0,2,22,0
1417,1/3/2017 10:00,19.04816584,0,2,22,0
1418,1/3/2017 11:00,25.8652381,0,2,22,0
1419,1/3/2017 12:00,16.04588132,0,2,22,0
1420,1/3/2017 13:00,18.75460326,0,2,22,0
1421,1/3/2017 14:00,17.72757611,0,2,22,0
1422,1/3/2017 15:00,16.22555571,0,2,22,0
1423,1/3/2017 16:00,20.4340245,0,2,22,0
1424,1/3/2017 17:00,19.19822055,0,2,22,0
1425,1/3/2017 18:00,15.07947451,0,2,22,0
1426,1/3/2017 19:00,26.43230314,0,2,22,0
1427,1/3/2017 20:00,38.79748297,0,2,22,0
1428,1/3/2017 21:00,45.08259182,0,2,22,0
1429,1/3/2017 22:00,43.20335637,0,2,22,0
1430,1/3/2017 23:00,46.74197391,0,2,22,0
1431,2/3/2017 0:00,48.91899707,0,2,22,0
1432,2/3/2017 1:00,48.95405619,0,2,22,0
1433,2/3/2017 2:00,46.30800127,0,2,22,0
1434,2/3/2017 3:00,48.1062608,0,2,22,0
1435,2/3/2017 4:00,49.04074955,0,2,22,0
1436,2/3/2017 5:00,48.36785083,0,2,22,0
1437,2/3/2017 6:00,44.13607496,0,2,22,0
1438,2/3/2017 7:00,26.05725798,0,2,22,0
1439,2/3/2017 8:00,14.75362833,0,2,22,0
1440,2/3/2017 9:00,19.29207925,0,2,22,0
1441,2/3/2017 10:00,18.64087396,0,2,22,0
1442,2/3/2017 11:00,26.40426989,0,2,22,0
1443,2/3/2017 12:00,22.01124042,0,2,22,0
1444,2/3/2017 13:00,20.01259399,0,2,22,0
1445,2/3/2017 14:00,19.13510704,0,2,22,0
1446,2/3/2017 15:00,24.03308604,0,2,22,0
1447,2/3/2017 16:00,24.44562776,0,2,22,0
1448,2/3/2017 17:00,23.90811135,0,2,22,0
1449,2/3/2017 18:00,14.18954727,0,2,22,0
1450,2/3/2017 19:00,24.68132787,0,2,22,0
1451,2/3/2017 20:00,39.73053834,0,2,22,0
1452,2/3/2017 21:00,45.3715084,0,2,22,0
1453,2/3/2017 22:00,41.41563166,0,2,22,0
1454,2/3/2017 23:00,44.57056146,0,2,22,0
1455,3/3/2017 0:00,48.78264526,0,2,22,0
1456,3/3/2017 1:00,50.5060999,0,2,22,0
1457,3/3/2017 2:00,47.61276048,0,2,22,0
1458,3/3/2017 3:00,49.03614945,0,2,22,0
1459,3/3/2017 4:00,47.0003097,0,2,22,0
1460,3/3/2017 5:00,46.49590499,0,2,22,0
1461,3/3/2017 6:00,41.89888942,0,2,22,0
1462,3/3/2017 7:00,24.45191587,0,2,22,0
1463,3/3/2017 8:00,13.93165859,0,2,22,0
1464,3/3/2017 9:00,21.24655647,0,2,22,0
1465,3/3/2017 10:00,20.37420353,0,2,22,0
1466,3/3/2017 11:00,22.93106132,0,2,22,0
1467,3/3/2017 12:00,18.38793068,0,2,22,0
1468,3/3/2017 13:00,17.9455669,0,2,22,0
1469,3/3/2017 14:00,20.40842454,0,2,22,0
1470,3/3/2017 15:00,18.3032801,0,2,22,0
1471,3/3/2017 16:00,19.69353397,0,2,22,0
1472,3/3/2017 17:00,15.39914719,0,2,22,0
1473,3/3/2017 18:00,12.40037791,0,2,22,0
1474,3/3/2017 19:00,26.777765,0,2,22,0
1475,3/3/2017 20:00,41.52355385,0,2,22,0
1476,3/3/2017 21:00,48.20227039,0,2,22,0
1477,3/3/2017 22:00,37.61179996,0,2,22,0
1478,3/3/2017 23:00,41.47271209,0,2,22,0
1479,4/3/2017 0:00,49.29009,0.5,2,22,0
1480,4/3/2017 1:00,49.36020322,0.5,2,22,0
1481,4/3/2017 2:00,48.8165479,0.5,2,22,0
1482,4/3/2017 3:00,48.56967027,0.5,2,22,0
1483,4/3/2017 4:00,50.07975801,0.5,2,22,0
1484,4/3/2017 5:00,45.72212637,0.5,2,22,0
1485,4/3/2017 6:00,46.61428097,0.5,2,22,0
1486,4/3/2017 7:00,43.64320963,0.5,2,22,0
1487,4/3/2017 8:00,26.11294117,0.5,2,22,0
1488,4/3/2017 9:00,16.52059639,0.5,2,22,0
1489,4/3/2017 10:00,19.74654371,0.5,2,22,0
1490,4/3/2017 11:00,30.26940559,0.5,2,22,0
1491,4/3/2017 12:00,31.67763794,0.5,2,22,0
1492,4/3/2017 13:00,23.59924323,0.5,2,22,0
1493,4/3/2017 14:00,17.99723739,0.5,2,22,0
1494,4/3/2017 15:00,28.81416961,0.5,2,22,0
1495,4/3/2017 16:00,17.25849936,0.5,2,22,0
1496,4/3/2017 17:00,15.69535052,0.5,2,22,0
1497,4/3/2017 18:00,14.93596561,0.5,2,22,0
1498,4/3/2017 19:00,39.03043395,0.5,2,22,0
1499,4/3/2017 20:00,42.64211037,0.5,2,22,0
1500,4/3/2017 21:00,37.84567243,0.5,2,22,0
1501,4/3/2017 22:00,36.52208889,0.5,2,22,0
1502,4/3/2017 23:00,40.09336625,0.5,2,22,0
1503,5/3/2017 0:00,46.57994323,0.5,2,22,0
1504,5/3/2017 1:00,47.51151934,0.5,2,22,0
1505,5/3/2017 2:00,48.69308149,0.5,2,22,0
1506,5/3/2017 3:00,50.39044356,0.5,2,22,0
1507,5/3/2017 4:00,48.17568111,0.5,2,22,0
1508,5/3/2017 5:00,47.10781578,0.5,2,22,0
1509,5/3/2017 6:00,45.816428,0.5,2,22,0
1510,5/3/2017 7:00,44.91648309,0.5,2,22,0
1511,5/3/2017 8:00,45.71349571,0.5,2,22,0
1512,5/3/2017 9:00,41.45152937,0.5,2,22,0
1513,5/3/2017 10:00,40.49961034,0.5,2,22,0
1514,5/3/2017 11:00,38.53198393,0.5,2,22,0
1515,5/3/2017 12:00,42.52518067,0.5,2,22,0
1516,5/3/2017 13:00,44.29212685,0.5,2,22,0
1517,5/3/2017 14:00,48.04978791,0.5,2,22,0
1518,5/3/2017 15:00,41.01722532,0.5,2,22,0
1519,5/3/2017 16:00,40.42282247,0.5,2,22,0
1520,5/3/2017 17:00,42.68979383,0.5,2,22,0
1521,5/3/2017 18:00,38.50053975,0.5,2,22,0
1522,5/3/2017 19:00,45.0585349,0.5,2,22,0
1523,5/3/2017 20:00,44.51076789,0.5,2,22,0
1524,5/3/2017 21:00,39.4618897,0.5,2,22,0
1525,5/3/2017 22:00,38.84377858,0.5,2,22,0
1526,5/3/2017 23:00,45.86923971,0.5,2,22,0
1527,6/3/2017 0:00,47.62833757,0,2,22,0
1528,6/3/2017 1:00,46.83606894,0,2,22,0
1529,6/3/2017 2:00,46.92434177,0,2,22,0
1530,6/3/2017 3:00,49.22088808,0,2,22,0
1531,6/3/2017 4:00,45.3398211,0,2,22,0
1532,6/3/2017 5:00,47.79461469,0,2,22,0
1533,6/3/2017 6:00,42.428668,0,2,22,0
1534,6/3/2017 7:00,29.92838504,0,2,22,0
1535,6/3/2017 8:00,14.24059149,0,2,22,0
1536,6/3/2017 9:00,21.62772013,0,2,22,0
1537,6/3/2017 10:00,25.3574768,0,2,22,0
1538,6/3/2017 11:00,25.82984635,0,2,22,0
1539,6/3/2017 12:00,21.02508602,0,2,22,0
1540,6/3/2017 13:00,20.76016475,0,2,22,0
1541,6/3/2017 14:00,21.65387355,0,2,22,0
1542,6/3/2017 15:00,23.56716327,0,2,22,0
1543,6/3/2017 16:00,17.13168082,0,2,22,0
1544,6/3/2017 17:00,14.19759576,0,2,22,0
1545,6/3/2017 18:00,14.59315266,0,2,22,0
1546,6/3/2017 19:00,28.26616248,0,2,22,0
1547,6/3/2017 20:00,42.92566857,0,2,22,0
1548,6/3/2017 21:00,48.62414798,0,2,22,0
1549,6/3/2017 22:00,42.08896294,0,2,22,0
1550,6/3/2017 23:00,49.19262038,0,2,22,0
1551,7/3/2017 0:00,49.40708733,0,2,22,0
1552,7/3/2017 1:00,48.4867382,0,2,22,0
1553,7/3/2017 2:00,47.27238814,0,2,22,0
1554,7/3/2017 3:00,47.19365594,0,2,22,0
1555,7/3/2017 4:00,46.6247131,0,2,22,0
1556,7/3/2017 5:00,46.99126607,0,2,22,0
1557,7/3/2017 6:00,44.2644973,0,2,22,0
1558,7/3/2017 7:00,29.29256752,0,2,22,0
1559,7/3/2017 8:00,16.08464609,0,2,22,0
1560,7/3/2017 9:00,13.39337216,0,2,22,0
1561,7/3/2017 10:00,27.44113428,0,2,22,0
1562,7/3/2017 11:00,27.22834054,0,2,22,0
1563,7/3/2017 12:00,20.83653084,0,2,22,0
1564,7/3/2017 13:00,19.49113828,0,2,22,0
1565,7/3/2017 14:00,17.9385821,0,2,22,0
1566,7/3/2017 15:00,20.06601327,0,2,22,0
1567,7/3/2017 16:00,15.94738354,0,2,22,0
1568,7/3/2017 17:00,17.13259597,0,2,22,0
1569,7/3/2017 18:00,14.59941563,0,2,22,0
1570,7/3/2017 19:00,22.28707063,0,2,22,0
1571,7/3/2017 20:00,41.41031035,0,2,22,0
1572,7/3/2017 21:00,46.11762859,0,2,22,0
1573,7/3/2017 22:00,40.35544186,0,2,22,0
1574,7/3/2017 23:00,47.8017983,0,2,22,0
1575,8/3/2017 0:00,47.33837516,0,2,22,0
1576,8/3/2017 1:00,49.16827589,0,2,22,0
1577,8/3/2017 2:00,47.86745089,0,2,22,0
1578,8/3/2017 3:00,47.77112719,0,2,22,0
1579,8/3/2017 4:00,44.89679426,0,2,22,0
1580,8/3/2017 5:00,44.15424395,0,2,22,0
1581,8/3/2017 6:00,42.97260123,0,2,22,0
1582,8/3/2017 7:00,23.57945087,0,2,22,0
1583,8/3/2017 8:00,12.10254952,0,2,22,0
1584,8/3/2017 9:00,12.27372299,0,2,22,0
1585,8/3/2017 10:00,26.82037227,0,2,22,0
1586,8/3/2017 11:00,28.88502485,0,2,22,0
1587,8/3/2017 12:00,23.27016951,0,2,22,0
1588,8/3/2017 13:00,20.95111041,0,2,22,0
1589,8/3/2017 14:00,23.01724743,0,2,22,0
1590,8/3/2017 15:00,30.48173586,0,2,22,0
1591,8/3/2017 16:00,16.16075601,0,2,22,0
1592,8/3/2017 17:00,10.80471901,0,2,22,0
1593,8/3/2017 18:00,9.684058795,0,2,22,0
1594,8/3/2017 19:00,22.04129179,0,2,22,0
1595,8/3/2017 20:00,33.98121635,0,2,22,0
1596,8/3/2017 21:00,45.31402659,0,2,22,0
1597,8/3/2017 22:00,43.96897318,0,2,22,0
1598,8/3/2017 23:00,45.95098141,0,2,22,0
1599,9/3/2017 0:00,48.40702089,0,2,22,0
1600,9/3/2017 1:00,49.59002277,0,2,22,0
1601,9/3/2017 2:00,48.84799095,0,2,22,0
1602,9/3/2017 3:00,48.30742917,0,2,22,0
1603,9/3/2017 4:00,48.5445131,0,2,22,0
1604,9/3/2017 5:00,48.01846593,0,2,22,0
1605,9/3/2017 6:00,44.54294939,0,2,22,0
1606,9/3/2017 7:00,24.34788458,0,2,22,0
1607,9/3/2017 8:00,15.55615845,0,2,22,0
1608,9/3/2017 9:00,19.42022222,0,2,22,0
1609,9/3/2017 10:00,19.84704389,0,2,22,0
1610,9/3/2017 11:00,20.69111017,0,2,22,0
1611,9/3/2017 12:00,23.67823338,0,2,22,0
1612,9/3/2017 13:00,22.37214303,0,2,22,0
1613,9/3/2017 14:00,22.3485387,0,2,22,0
1614,9/3/2017 15:00,15.8547307,0,2,22,0
1615,9/3/2017 16:00,14.14495853,0,2,22,0
1616,9/3/2017 17:00,17.94359254,0,2,22,0
1617,9/3/2017 18:00,9.896241286,0,2,22,0
1618,9/3/2017 19:00,18.54522562,0,2,22,0
1619,9/3/2017 20:00,39.99725797,0,2,22,0
1620,9/3/2017 21:00,43.20252211,0,2,22,0
1621,9/3/2017 22:00,37.42174391,0,2,22,0
1622,9/3/2017 23:00,44.7011137,0,2,22,0
1623,10/3/2017 0:00,48.95463055,0,2,22,0
1624,10/3/2017 1:00,49.28954904,0,2,22,0
1625,10/3/2017 2:00,48.45562208,0,2,22,0
1626,10/3/2017 3:00,47.6880842,0,2,22,0
1627,10/3/2017 4:00,47.6792738,0,2,22,0
1628,10/3/2017 5:00,44.97350263,0,2,22,0
1629,10/3/2017 6:00,46.4265752,0,2,22,0
1630,10/3/2017 7:00,22.20220356,0,2,22,0
1631,10/3/2017 8:00,14.27762655,0,2,22,0
1632,10/3/2017 9:00,17.01584129,0,2,22,0
1633,10/3/2017 10:00,22.09390665,0,2,22,0
1634,10/3/2017 11:00,25.03032464,0,2,22,0
1635,10/3/2017 12:00,15.25657069,0,2,22,0
1636,10/3/2017 13:00,12.45235659,0,2,22,0
1637,10/3/2017 14:00,10.47091185,0,2,22,0
1638,10/3/2017 15:00,15.10612566,0,2,22,0
1639,10/3/2017 16:00,15.21746305,0,2,22,0
1640,10/3/2017 17:00,11.577638,0,2,22,0
1641,10/3/2017 18:00,11.31520374,0,2,22,0
1642,10/3/2017 19:00,23.19048285,0,2,22,0
1643,10/3/2017 20:00,40.41528936,0,2,22,0
1644,10/3/2017 21:00,45.6382924,0,2,22,0
1645,10/3/2017 22:00,41.25484788,0,2,22,0
1646,10/3/2017 23:00,40.80419075,0,2,22,0
1647,11/3/2017 0:00,46.85229394,0.5,2,22,0
1648,11/3/2017 1:00,47.69802685,0.5,2,22,0
1649,11/3/2017 2:00,48.39445987,0.5,2,22,0
1650,11/3/2017 3:00,48.76131288,0.5,2,22,0
1651,11/3/2017 4:00,46.54369315,0.5,2,22,0
1652,11/3/2017 5:00,46.80088968,0.5,2,22,0
1653,11/3/2017 6:00,46.38318714,0.5,2,22,0
1654,11/3/2017 7:00,42.23681661,0.5,2,22,0
1655,11/3/2017 8:00,24.13175225,0.5,2,22,0
1656,11/3/2017 9:00,29.39852782,0.5,2,22,0
1657,11/3/2017 10:00,18.20541934,0.5,2,22,0
1658,11/3/2017 11:00,31.94024789,0.5,2,22,0
1659,11/3/2017 12:00,31.51233497,0.5,2,22,0
1660,11/3/2017 13:00,20.45487831,0.5,2,22,0
1661,11/3/2017 14:00,13.86532822,0.5,2,22,0
1662,11/3/2017 15:00,23.26754336,0.5,2,22,0
1663,11/3/2017 16:00,16.15960303,0.5,2,22,0
1664,11/3/2017 17:00,27.96461014,0.5,2,22,0
1665,11/3/2017 18:00,20.31500072,0.5,2,22,0
1666,11/3/2017 19:00,33.17514146,0.5,2,22,0
1667,11/3/2017 20:00,42.0879677,0.5,2,22,0
1668,11/3/2017 21:00,40.27611747,0.5,2,22,0
1669,11/3/2017 22:00,38.13416827,0.5,2,22,0
1670,11/3/2017 23:00,38.43605343,0.5,2,22,0
1671,12/3/2017 0:00,47.64944053,0.5,2,22,0
1672,12/3/2017 1:00,47.06444903,0.5,2,22,0
1673,12/3/2017 2:00,48.60808473,0.5,2,22,0
1674,12/3/2017 3:00,47.36737359,0.5,2,22,0
1675,12/3/2017 4:00,44.69408639,0.5,2,22,0
1676,12/3/2017 5:00,45.40995145,0.5,2,22,0
1677,12/3/2017 6:00,42.33485812,0.5,2,22,0
1678,12/3/2017 7:00,40.44990648,0.5,2,22,0
1679,12/3/2017 8:00,42.08543067,0.5,2,22,0
1680,12/3/2017 9:00,39.02748237,0.5,2,22,0
1681,12/3/2017 10:00,36.99795368,0.5,2,22,0
1682,12/3/2017 11:00,41.49053195,0.5,2,22,0
1683,12/3/2017 12:00,41.47474946,0.5,2,22,0
1684,12/3/2017 13:00,44.79113226,0.5,2,22,0
1685,12/3/2017 14:00,43.0495466,0.5,2,22,0
1686,12/3/2017 15:00,40.98605257,0.5,2,22,0
1687,12/3/2017 16:00,40.77919805,0.5,2,22,0
1688,12/3/2017 17:00,39.5781698,0.5,2,22,0
1689,12/3/2017 18:00,36.10282104,0.5,2,22,0
1690,12/3/2017 19:00,44.76257327,0.5,2,22,0
1691,12/3/2017 20:00,45.86929977,0.5,2,22,0
1692,12/3/2017 21:00,39.55008653,0.5,2,22,0
1693,12/3/2017 22:00,39.65096505,0.5,2,22,0
1694,12/3/2017 23:00,47.21512071,0.5,2,22,0
1695,13/3/2017 0:00,45.20763306,0,2,22,0
1696,13/3/2017 1:00,48.11917116,0,2,22,0
1697,13/3/2017 2:00,46.04662318,0,2,22,0
1698,13/3/2017 3:00,45.77563568,0,2,22,0
1699,13/3/2017 4:00,46.02894872,0,2,22,0
1700,13/3/2017 5:00,45.60371654,0,2,22,0
1701,13/3/2017 6:00,45.62948961,0,2,22,0
1702,13/3/2017 7:00,28.88446185,0,2,22,0
1703,13/3/2017 8:00,18.8497617,0,2,22,0
1704,13/3/2017 9:00,20.19462454,0,2,22,0
1705,13/3/2017 10:00,33.67705048,0,2,22,0
1706,13/3/2017 11:00,29.70676859,0,2,22,0
1707,13/3/2017 12:00,20.66402986,0,2,22,0
1708,13/3/2017 13:00,20.85479074,0,2,22,0
1709,13/3/2017 14:00,17.74519699,0,2,22,0
1710,13/3/2017 15:00,21.76121249,0,2,22,0
1711,13/3/2017 16:00,22.25539368,0,2,22,0
1712,13/3/2017 17:00,19.24668162,0,2,22,0
1713,13/3/2017 18:00,13.53428009,0,2,22,0
1714,13/3/2017 19:00,21.90202693,0,2,22,0
1715,13/3/2017 20:00,36.50809727,0,2,22,0
1716,13/3/2017 21:00,46.99035124,0,2,22,0
1717,13/3/2017 22:00,44.11649101,0,2,22,0
1718,13/3/2017 23:00,44.52003514,0,2,22,0
1719,14/3/2017 0:00,47.09344106,0,2,22,0
1720,14/3/2017 1:00,47.58820848,0,2,22,0
1721,14/3/2017 2:00,47.02929604,0,2,22,0
1722,14/3/2017 3:00,47.9178593,0,2,22,0
1723,14/3/2017 4:00,48.24062599,0,2,22,0
1724,14/3/2017 5:00,46.4826783,0,2,22,0
1725,14/3/2017 6:00,44.53852462,0,2,22,0
1726,14/3/2017 7:00,25.96981136,0,2,22,0
1727,14/3/2017 8:00,11.03938166,0,2,22,0
1728,14/3/2017 9:00,17.0433597,0,2,22,0
1729,14/3/2017 10:00,19.58278662,0,2,22,0
1730,14/3/2017 11:00,18.80953963,0,2,22,0
1731,14/3/2017 12:00,14.12779572,0,2,22,0
1732,14/3/2017 13:00,16.4399522,0,2,22,0
1733,14/3/2017 14:00,10.70123311,0,2,22,0
1734,14/3/2017 15:00,20.03857835,0,2,22,0
1735,14/3/2017 16:00,18.79665073,0,2,22,0
1736,14/3/2017 17:00,14.27391175,0,2,22,0
1737,14/3/2017 18:00,9.075469106,0,2,22,0
1738,14/3/2017 19:00,15.17589189,0,2,22,0
1739,14/3/2017 20:00,30.00919268,0,2,22,0
